metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.606543,0.584656,0.274993,0.139303,0.246154,0.000000
far,0.330331,0.221741,0.355803,0.404255,0.111111,nan
hss,0.704801,0.720731,0.426399,0.244031,0.394985,0.000000
