
================================================================
[2026-06-15 09:32:54] Main experiment — legacy vs. cleaned-2M (3-way)
================================================================
[2026-06-15 09:32:54] [run_main] skipping conda activation (already in 'base' / SKIP_CONDA=1)
[2026-06-15 09:32:54] [run_main] python : /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/stormcast_env/bin/python
[2026-06-15 09:32:54] [run_main] version: Python 3.10.12
[2026-06-15 09:32:54] [run_main] host   : gpu03  user=davidlcs  pid=1962364
[2026-06-15 09:32:54] [run_main] cwd    : /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation
[2026-06-15 09:32:54] [run_main] cuda   : 0

================================================================
[2026-06-15 09:32:54] Configuration
================================================================
[2026-06-15 09:32:54] [run_main] REPO_ROOT     = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation
[2026-06-15 09:32:54] [run_main] OUT_DIR       = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/experiment_scripts/results/main_experiment_nbhd
[2026-06-15 09:32:54] [run_main] N_SEQUENCES   = 10    (initial times across 2022)
[2026-06-15 09:32:54] [run_main] N_STEPS       = 12    (autoregressive horizon, hours)
[2026-06-15 09:32:54] [run_main] ENSEMBLE      = 10    (members per sequence)
[2026-06-15 09:32:54] [run_main] DIFFUSION_NFE = 18   (Heun steps; NFE = 2 * this)
[2026-06-15 09:32:54] [run_main] FLOWCAST_NFES = 10 15 20   (Euler steps; one row per value)
[2026-06-15 09:32:54] [run_main] MEANFLOW_NFES = 1 2   (avg-velocity NFE; one row per value)
[2026-06-15 09:32:54] [run_main] N_PANELS_SEQ  = 6    PANEL_STEPS = ''
[2026-06-15 09:32:54] [run_main] SEED          = 0
[2026-06-15 09:32:54] [run_main] 
[2026-06-15 09:32:54] [run_main] Inputs:
[2026-06-15 09:32:54] [run_main]   LEGACY_DATA  = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full
[2026-06-15 09:32:54] [run_main]   LEGACY_REG   = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_reg_L_24_H_4_train_2_5_years/0/checkpoints_regression/StormCastUNet.0.7500.mdlus
[2026-06-15 09:32:54] [run_main]   LEGACY_EDM   = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_dif_L_24_H_4_train_2_5_years/0/checkpoints_diffusion/EDMPrecond.0.70000.mdlus
[2026-06-15 09:32:54] [run_main]   CLEANED_DATA = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full_cleaned_4_27_2026
[2026-06-15 09:32:54] [run_main]   CLEANED_REG  = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/regression_zettabyte_v1_cleaned_4_27_2026/regression_zettabyte_cleaned_4_27_2026/run_0/checkpoints_regression/StormCastUNet.0.8000.mdlus
[2026-06-15 09:32:54] [run_main]   CLEANED_EDM  = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/diffusion_zettabyte_v1_cleaned_4_27_2026/diffusion_zettabyte_cleaned_4_27_2026/run_0/checkpoints_diffusion/EDMPrecond.0.31000.mdlus
[2026-06-15 09:32:54] [run_main]   CLEANED_FLOW = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/flowcast_zettabyte_v1_cleaned_4_27_2026/flowcast_zettabyte_cleaned_4_27_2026/run_0/checkpoints_flowcast/FlowCastPrecond.0.20000.mdlus
[2026-06-15 09:32:54] [run_main]   CLEANED_MEAN = /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/meanflow_zettabyte_v1_cleaned_4_27_2026/meanflow_zettabyte_cleaned_4_27_2026/run_0/checkpoints_meanflow/MeanFlowPrecond.0.20000.mdlus

================================================================
[2026-06-15 09:32:54] Pre-flight checks
================================================================
[2026-06-15 09:32:54] [run_main]   OK     LEGACY_DATA=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full
[2026-06-15 09:32:54] [run_main]   OK     LEGACY_REG=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_reg_L_24_H_4_train_2_5_years/0/checkpoints_regression/StormCastUNet.0.7500.mdlus
[2026-06-15 09:32:54] [run_main]   OK     LEGACY_EDM=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_dif_L_24_H_4_train_2_5_years/0/checkpoints_diffusion/EDMPrecond.0.70000.mdlus
[2026-06-15 09:32:54] [run_main]   OK     CLEANED_DATA=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full_cleaned_4_27_2026
[2026-06-15 09:32:54] [run_main]   OK     CLEANED_REG=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/regression_zettabyte_v1_cleaned_4_27_2026/regression_zettabyte_cleaned_4_27_2026/run_0/checkpoints_regression/StormCastUNet.0.8000.mdlus
[2026-06-15 09:32:54] [run_main]   OK     CLEANED_EDM=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/diffusion_zettabyte_v1_cleaned_4_27_2026/diffusion_zettabyte_cleaned_4_27_2026/run_0/checkpoints_diffusion/EDMPrecond.0.31000.mdlus
[2026-06-15 09:32:54] [run_main]   OK     CLEANED_FLOW=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/flowcast_zettabyte_v1_cleaned_4_27_2026/flowcast_zettabyte_cleaned_4_27_2026/run_0/checkpoints_flowcast/FlowCastPrecond.0.20000.mdlus
[2026-06-15 09:32:54] [run_main]   OK     CLEANED_MEANFLOW=/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/runs/meanflow_zettabyte_v1_cleaned_4_27_2026/meanflow_zettabyte_cleaned_4_27_2026/run_0/checkpoints_meanflow/MeanFlowPrecond.0.20000.mdlus
[2026-06-15 09:32:54] [run_main] pre-flight OK

================================================================
[2026-06-15 09:32:54] Leg A — legacy old-stormcast on old 224x128 dataset
================================================================
[2026-06-15 09:32:54] [run_main] regression : /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_reg_L_24_H_4_train_2_5_years/0/checkpoints_regression/StormCastUNet.0.7500.mdlus
[2026-06-15 09:32:54] [run_main] diffusion  : /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_dif_L_24_H_4_train_2_5_years/0/checkpoints_diffusion/EDMPrecond.0.70000.mdlus
[2026-06-15 09:32:54] [run_main] dataset    : /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full
[2026-06-15 09:32:54] [run_main] log -> /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/experiment_scripts/results/main_experiment_nbhd/legacy.log
/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/physicsnemo/distributed/manager.py:415: UserWarning: Could not initialize using ENV, SLURM or OPENMPI methods. Assuming this is a single process job
  warn(
[device] cuda:0
[data] /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full valid=['2022/01/01', '2022/12/31'] hr=[224, 128]
Zarr store /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full/LowRes/stormcast_test_valid.zarr lacks 'valid' variable; assuming all timestamps are valid
/home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/stormcast/datasets/data_loader_rwrf_era5_stable.py:254: FutureWarning: The return type of `Dataset.dims` will be changed to return a set of dimension names in future, in order to be more consistent with `DataArray.dims`. To access a mapping from dimension names to lengths, please use `Dataset.sizes`.
  return np.ones(ds.dims["time"], dtype=bool)
Zarr store /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/zarr_exp3_L_24_H_24_train_2_5_years_full/HighRes/stormcast_test_valid.zarr lacks 'valid' variable; assuming all timestamps are valid
[data] usable pairs=8759 channels=['t2m', 'u10', 'v10', 'qpepre']
[seqs] 10 sequences x 12 steps (first=0, last=8746)
[load] regression /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_reg_L_24_H_4_train_2_5_years/0/checkpoints_regression/StormCastUNet.0.7500.mdlus
[load] diffusion /home3/davidlcs/Econ-Rag/Local_LLM/test_meeting/Stormcast-Distilation/exp_3_train_2_5_yrs_val_1yr_tp1/exp_3_dif_L_24_H_4_train_2_5_years/0/checkpoints_diffusion/EDMPrecond.0.70000.mdlus
[run] diffusion ensemble (K=10, NFE/step≈36)
[run] diffusion ensemble starting: K=10 x S=10 x T=12 = 100 sequence-rollouts
[run] diffusion  k=1/10 seq=1/10 (1/100)  t0=0      rollout=126.5s  avg=126.6s/seq  elapsed=  2.1m  eta=208.9m
[run] diffusion  k=1/10 seq=2/10 (2/100)  t0=971    rollout= 39.3s  avg=83.0s/seq  elapsed=  2.8m  eta=135.5m
[run] diffusion  k=1/10 seq=3/10 (3/100)  t0=1943   rollout=126.3s  avg=97.4s/seq  elapsed=  4.9m  eta=157.5m
[run] diffusion  k=1/10 seq=4/10 (4/100)  t0=2915   rollout=155.7s  avg=112.0s/seq  elapsed=  7.5m  eta=179.2m
[run] diffusion  k=1/10 seq=5/10 (5/100)  t0=3887   rollout=135.3s  avg=116.6s/seq  elapsed=  9.7m  eta=184.7m
[run] diffusion  k=1/10 seq=6/10 (6/100)  t0=4858   rollout=130.9s  avg=119.0s/seq  elapsed= 11.9m  eta=186.5m
[run] diffusion  k=1/10 seq=7/10 (7/100)  t0=5830   rollout=138.2s  avg=121.8s/seq  elapsed= 14.2m  eta=188.7m
[run] diffusion  k=1/10 seq=8/10 (8/100)  t0=6802   rollout=138.9s  avg=123.9s/seq  elapsed= 16.5m  eta=190.0m
[run] diffusion  k=1/10 seq=9/10 (9/100)  t0=7774   rollout=128.0s  avg=124.4s/seq  elapsed= 18.7m  eta=188.6m
[run] diffusion  k=1/10 seq=10/10 (10/100)  t0=8746   rollout= 58.5s  avg=117.8s/seq  elapsed= 19.6m  eta=176.7m
[run] diffusion  k=2/10 seq=1/10 (11/100)  t0=0      rollout= 67.4s  avg=113.2s/seq  elapsed= 20.8m  eta=167.9m
[run] diffusion  k=2/10 seq=2/10 (12/100)  t0=971    rollout= 66.7s  avg=109.3s/seq  elapsed= 21.9m  eta=160.3m
[run] diffusion  k=2/10 seq=3/10 (13/100)  t0=1943   rollout= 64.0s  avg=105.8s/seq  elapsed= 22.9m  eta=153.5m
[run] diffusion  k=2/10 seq=4/10 (14/100)  t0=2915   rollout= 40.1s  avg=101.1s/seq  elapsed= 23.6m  eta=145.0m
[run] diffusion  k=2/10 seq=5/10 (15/100)  t0=3887   rollout= 38.8s  avg=97.0s/seq  elapsed= 24.2m  eta=137.4m
[run] diffusion  k=2/10 seq=6/10 (16/100)  t0=4858   rollout= 38.8s  avg=93.3s/seq  elapsed= 24.9m  eta=130.7m
[run] diffusion  k=2/10 seq=7/10 (17/100)  t0=5830   rollout= 38.9s  avg=90.1s/seq  elapsed= 25.5m  eta=124.7m
[run] diffusion  k=2/10 seq=8/10 (18/100)  t0=6802   rollout= 38.4s  avg=87.3s/seq  elapsed= 26.2m  eta=119.3m
[run] diffusion  k=2/10 seq=9/10 (19/100)  t0=7774   rollout= 38.6s  avg=84.7s/seq  elapsed= 26.8m  eta=114.3m
[run] diffusion  k=2/10 seq=10/10 (20/100)  t0=8746   rollout= 38.7s  avg=82.4s/seq  elapsed= 27.5m  eta=109.9m
[run] diffusion  k=3/10 seq=1/10 (21/100)  t0=0      rollout= 62.7s  avg=81.5s/seq  elapsed= 28.5m  eta=107.3m
[run] diffusion  k=3/10 seq=2/10 (22/100)  t0=971    rollout= 71.2s  avg=81.0s/seq  elapsed= 29.7m  eta=105.3m
[run] diffusion  k=3/10 seq=3/10 (23/100)  t0=1943   rollout= 48.0s  avg=79.6s/seq  elapsed= 30.5m  eta=102.1m
[run] diffusion  k=3/10 seq=4/10 (24/100)  t0=2915   rollout= 64.1s  avg=78.9s/seq  elapsed= 31.6m  eta=100.0m
[run] diffusion  k=3/10 seq=5/10 (25/100)  t0=3887   rollout= 56.7s  avg=78.0s/seq  elapsed= 32.5m  eta= 97.6m
[run] diffusion  k=3/10 seq=6/10 (26/100)  t0=4858   rollout= 50.5s  avg=77.0s/seq  elapsed= 33.4m  eta= 94.9m
[run] diffusion  k=3/10 seq=7/10 (27/100)  t0=5830   rollout= 67.7s  avg=76.6s/seq  elapsed= 34.5m  eta= 93.2m
[run] diffusion  k=3/10 seq=8/10 (28/100)  t0=6802   rollout= 53.2s  avg=75.8s/seq  elapsed= 35.4m  eta= 91.0m
[run] diffusion  k=3/10 seq=9/10 (29/100)  t0=7774   rollout= 49.1s  avg=74.9s/seq  elapsed= 36.2m  eta= 88.6m
[run] diffusion  k=3/10 seq=10/10 (30/100)  t0=8746   rollout= 65.0s  avg=74.6s/seq  elapsed= 37.3m  eta= 87.0m
[run] diffusion  k=4/10 seq=1/10 (31/100)  t0=0      rollout= 57.8s  avg=74.0s/seq  elapsed= 38.2m  eta= 85.1m
[run] diffusion  k=4/10 seq=2/10 (32/100)  t0=971    rollout= 46.5s  avg=73.2s/seq  elapsed= 39.0m  eta= 82.9m
[run] diffusion  k=4/10 seq=3/10 (33/100)  t0=1943   rollout= 67.5s  avg=73.0s/seq  elapsed= 40.1m  eta= 81.5m
[run] diffusion  k=4/10 seq=4/10 (34/100)  t0=2915   rollout= 61.6s  avg=72.7s/seq  elapsed= 41.2m  eta= 79.9m
[run] diffusion  k=4/10 seq=5/10 (35/100)  t0=3887   rollout= 54.2s  avg=72.1s/seq  elapsed= 42.1m  eta= 78.1m
[run] diffusion  k=4/10 seq=6/10 (36/100)  t0=4858   rollout= 64.0s  avg=71.9s/seq  elapsed= 43.1m  eta= 76.7m
[run] diffusion  k=4/10 seq=7/10 (37/100)  t0=5830   rollout= 63.0s  avg=71.7s/seq  elapsed= 44.2m  eta= 75.2m
[run] diffusion  k=4/10 seq=8/10 (38/100)  t0=6802   rollout= 59.9s  avg=71.4s/seq  elapsed= 45.2m  eta= 73.7m
[run] diffusion  k=4/10 seq=9/10 (39/100)  t0=7774   rollout= 62.2s  avg=71.1s/seq  elapsed= 46.2m  eta= 72.3m
[run] diffusion  k=4/10 seq=10/10 (40/100)  t0=8746   rollout= 65.2s  avg=71.0s/seq  elapsed= 47.3m  eta= 71.0m
[run] diffusion  k=5/10 seq=1/10 (41/100)  t0=0      rollout= 55.9s  avg=70.6s/seq  elapsed= 48.2m  eta= 69.4m
[run] diffusion  k=5/10 seq=2/10 (42/100)  t0=971    rollout= 62.4s  avg=70.4s/seq  elapsed= 49.3m  eta= 68.1m
[run] diffusion  k=5/10 seq=3/10 (43/100)  t0=1943   rollout= 65.2s  avg=70.3s/seq  elapsed= 50.4m  eta= 66.8m
[run] diffusion  k=5/10 seq=4/10 (44/100)  t0=2915   rollout= 67.1s  avg=70.2s/seq  elapsed= 51.5m  eta= 65.5m
[run] diffusion  k=5/10 seq=5/10 (45/100)  t0=3887   rollout=136.9s  avg=71.7s/seq  elapsed= 53.8m  eta= 65.7m
[run] diffusion  k=5/10 seq=6/10 (46/100)  t0=4858   rollout=107.7s  avg=72.5s/seq  elapsed= 55.6m  eta= 65.2m
[run] diffusion  k=5/10 seq=7/10 (47/100)  t0=5830   rollout= 86.8s  avg=72.8s/seq  elapsed= 57.0m  eta= 64.3m
[run] diffusion  k=5/10 seq=8/10 (48/100)  t0=6802   rollout= 60.2s  avg=72.5s/seq  elapsed= 58.0m  eta= 62.9m
[run] diffusion  k=5/10 seq=9/10 (49/100)  t0=7774   rollout= 40.2s  avg=71.9s/seq  elapsed= 58.7m  eta= 61.1m
[run] diffusion  k=5/10 seq=10/10 (50/100)  t0=8746   rollout= 38.3s  avg=71.2s/seq  elapsed= 59.3m  eta= 59.3m
[run] diffusion  k=6/10 seq=1/10 (51/100)  t0=0      rollout= 40.6s  avg=70.6s/seq  elapsed= 60.0m  eta= 57.7m
[run] diffusion  k=6/10 seq=2/10 (52/100)  t0=971    rollout= 39.3s  avg=70.0s/seq  elapsed= 60.7m  eta= 56.0m
[run] diffusion  k=6/10 seq=3/10 (53/100)  t0=1943   rollout= 44.9s  avg=69.5s/seq  elapsed= 61.4m  eta= 54.5m
[run] diffusion  k=6/10 seq=4/10 (54/100)  t0=2915   rollout= 45.1s  avg=69.1s/seq  elapsed= 62.2m  eta= 53.0m
[run] diffusion  k=6/10 seq=5/10 (55/100)  t0=3887   rollout= 38.8s  avg=68.5s/seq  elapsed= 62.8m  eta= 51.4m
[run] diffusion  k=6/10 seq=6/10 (56/100)  t0=4858   rollout= 39.3s  avg=68.0s/seq  elapsed= 63.5m  eta= 49.9m
[run] diffusion  k=6/10 seq=7/10 (57/100)  t0=5830   rollout= 38.9s  avg=67.5s/seq  elapsed= 64.1m  eta= 48.4m
[run] diffusion  k=6/10 seq=8/10 (58/100)  t0=6802   rollout= 38.4s  avg=67.0s/seq  elapsed= 64.8m  eta= 46.9m
[run] diffusion  k=6/10 seq=9/10 (59/100)  t0=7774   rollout= 38.2s  avg=66.5s/seq  elapsed= 65.4m  eta= 45.4m
[run] diffusion  k=6/10 seq=10/10 (60/100)  t0=8746   rollout= 38.0s  avg=66.0s/seq  elapsed= 66.0m  eta= 44.0m
[run] diffusion  k=7/10 seq=1/10 (61/100)  t0=0      rollout= 39.1s  avg=65.6s/seq  elapsed= 66.7m  eta= 42.6m
[run] diffusion  k=7/10 seq=2/10 (62/100)  t0=971    rollout= 38.7s  avg=65.2s/seq  elapsed= 67.3m  eta= 41.3m
[run] diffusion  k=7/10 seq=3/10 (63/100)  t0=1943   rollout= 39.7s  avg=64.7s/seq  elapsed= 68.0m  eta= 39.9m
[run] diffusion  k=7/10 seq=4/10 (64/100)  t0=2915   rollout= 39.7s  avg=64.4s/seq  elapsed= 68.6m  eta= 38.6m
[run] diffusion  k=7/10 seq=5/10 (65/100)  t0=3887   rollout= 38.6s  avg=64.0s/seq  elapsed= 69.3m  eta= 37.3m
[run] diffusion  k=7/10 seq=6/10 (66/100)  t0=4858   rollout= 39.2s  avg=63.6s/seq  elapsed= 69.9m  eta= 36.0m
[run] diffusion  k=7/10 seq=7/10 (67/100)  t0=5830   rollout= 39.3s  avg=63.2s/seq  elapsed= 70.6m  eta= 34.8m
[run] diffusion  k=7/10 seq=8/10 (68/100)  t0=6802   rollout= 37.9s  avg=62.8s/seq  elapsed= 71.2m  eta= 33.5m
[run] diffusion  k=7/10 seq=9/10 (69/100)  t0=7774   rollout= 38.6s  avg=62.5s/seq  elapsed= 71.9m  eta= 32.3m
[run] diffusion  k=7/10 seq=10/10 (70/100)  t0=8746   rollout= 38.4s  avg=62.2s/seq  elapsed= 72.5m  eta= 31.1m
[run] diffusion  k=8/10 seq=1/10 (71/100)  t0=0      rollout= 39.5s  avg=61.8s/seq  elapsed= 73.2m  eta= 29.9m
[run] diffusion  k=8/10 seq=2/10 (72/100)  t0=971    rollout= 39.4s  avg=61.5s/seq  elapsed= 73.8m  eta= 28.7m
[run] diffusion  k=8/10 seq=3/10 (73/100)  t0=1943   rollout= 39.3s  avg=61.2s/seq  elapsed= 74.5m  eta= 27.5m
[run] diffusion  k=8/10 seq=4/10 (74/100)  t0=2915   rollout= 39.9s  avg=60.9s/seq  elapsed= 75.1m  eta= 26.4m
[run] diffusion  k=8/10 seq=5/10 (75/100)  t0=3887   rollout= 38.8s  avg=60.6s/seq  elapsed= 75.8m  eta= 25.3m
[run] diffusion  k=8/10 seq=6/10 (76/100)  t0=4858   rollout= 39.1s  avg=60.4s/seq  elapsed= 76.4m  eta= 24.1m
[run] diffusion  k=8/10 seq=7/10 (77/100)  t0=5830   rollout= 38.5s  avg=60.1s/seq  elapsed= 77.1m  eta= 23.0m
[run] diffusion  k=8/10 seq=8/10 (78/100)  t0=6802   rollout= 37.9s  avg=59.8s/seq  elapsed= 77.7m  eta= 21.9m
[run] diffusion  k=8/10 seq=9/10 (79/100)  t0=7774   rollout= 38.8s  avg=59.5s/seq  elapsed= 78.4m  eta= 20.8m
[run] diffusion  k=8/10 seq=10/10 (80/100)  t0=8746   rollout= 38.6s  avg=59.3s/seq  elapsed= 79.0m  eta= 19.8m
