method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
flowcast,1.641,0.3076,0.2653,0.1231,0.2355,0.3588,0.2298,0.8684,0.8928,0.4439,0.5749
