method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
flowcast,0.427,0.3145,0.2526,0.0635,0.1074,0.3367,0.1350,0.8549,0.8675,0.4346,0.5675
