method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
meanflow,0.312,0.2970,0.2834,0.1270,0.2051,0.3777,0.2078,0.8257,0.8560,0.3910,0.5497
