metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.622863,0.585110,0.264870,0.100529,0.126984,0.000000
far,0.287534,0.180906,0.301471,0.269231,0.000000,nan
hss,0.722427,0.722015,0.414270,0.182356,0.225302,0.000000
