metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.611581,0.551970,0.199337,0.094340,0.062500,0.000000
far,0.244026,0.155483,0.206077,0.166667,0.200000,nan
hss,0.715886,0.694642,0.328779,0.172132,0.117610,0.000000
