method,metric,0.1,1.0,5.0,10.0,16.0
diffusion,csi,0.244808,0.101699,0.009084,0.005044,0.002755
diffusion,far,0.695553,0.754657,0.744146,0.759036,0.857143
diffusion,hss,0.224990,0.139551,0.017368,0.009944,0.005475
