method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_t2m↓,RMSE_u10↓,RMSE_v10↓,RMSE_qpepre↓
diffusion,97.676,0.8717,0.0727,0.0028,0.0089,0.0795,0.7621,1.5749,2.0010,2.0893,1.1852
