metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.609100,0.585351,0.270946,0.117347,0.174603,0.000000
far,0.320386,0.207263,0.337997,0.378378,0.000000,nan
hss,0.707908,0.721640,0.421554,0.209606,0.297238,0.000000
