method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
meanflow,0.507,0.2875,0.2929,0.1746,0.2806,0.3930,0.2488,0.8282,0.8434,0.3900,0.5506
