metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.605285,0.548588,0.209688,0.107527,0.123077,0.000000
far,0.268368,0.183926,0.251740,0.166667,0.200000,nan
hss,0.708760,0.691116,0.342745,0.193866,0.219117,0.000000
