method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
meanflow,0.343,0.2905,0.2802,0.1111,0.1847,0.3732,0.2481,0.8355,0.8405,0.4002,0.5507
