metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.609601,0.586423,0.271736,0.102564,0.111111,0.000000
far,0.319363,0.197024,0.330097,0.393939,0.000000,nan
hss,0.708432,0.722754,0.422585,0.185635,0.199954,0.000000
