metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.608084,0.556520,0.207509,0.079452,0.047619,0.000000
far,0.269702,0.132889,0.166891,0.033333,0.000000,nan
hss,0.711079,0.698989,0.340179,0.146994,0.090886,0.000000
