metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.626466,0.555428,0.202497,0.079235,0.047619,0.000000
far,0.211445,0.130417,0.147727,0.064516,0.000000,nan
hss,0.730573,0.698106,0.333390,0.146615,0.090886,0.000000
