method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
flowcast,2.055,0.3075,0.2648,0.1212,0.2536,0.3582,0.2485,0.8696,0.8948,0.4441,0.5764
