metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.602421,0.544731,0.213104,0.107239,0.121212,0.000000
far,0.280749,0.206710,0.298429,0.183673,0.272727,nan
hss,0.705351,0.687251,0.347111,0.193390,0.216150,0.000000
