metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.609053,0.583673,0.270369,0.096859,0.095238,0.000000
far,0.316513,0.193385,0.320552,0.327273,0.000000,nan
hss,0.708202,0.720558,0.420966,0.176255,0.173872,0.000000
