metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.600029,0.581921,0.272231,0.098446,0.174603,0.000000
far,0.331695,0.204972,0.327082,0.366667,0.000000,nan
hss,0.698982,0.718847,0.423217,0.178863,0.297238,0.000000
