metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.601914,0.581872,0.275030,0.106599,0.206349,0.000000
far,0.332691,0.220644,0.350000,0.416667,0.000000,nan
hss,0.700542,0.718446,0.426489,0.192221,0.342041,0.000000
