metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.619161,0.552405,0.197102,0.084239,0.063492,0.000000
far,0.217688,0.140474,0.157061,0.114286,0.000000,nan
hss,0.724031,0.695322,0.325895,0.155145,0.119373,0.000000
