metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.608948,0.551313,0.204613,0.099730,0.076923,0.000000
far,0.254684,0.166041,0.220828,0.159091,0.285714,nan
hss,0.712897,0.693854,0.335973,0.181082,0.142808,0.000000
