method,Time/Seq.(s),CRPS↓,CSI-M@3km↑,HSS-M@3km↑,FAR-M@3km↓,FSS-P16@3km↑,CSI-M@15km↑,HSS-M@15km↑,FAR-M@15km↓,FSS-P16@15km↑,CSI-M@27km↑,HSS-M@27km↑,FAR-M@27km↓,FSS-P16@27km↑,CSI-M@45km↑,HSS-M@45km↑,FAR-M@45km↓,FSS-P16@45km↑,RMSE_t2m↓,RMSE_u10↓,RMSE_v10↓,RMSE_qpepre↓
diffusion,19.663,0.6348,0.1008,0.1256,0.5768,0.0198,0.1448,0.1397,0.4110,0.0273,0.1791,0.1472,0.3349,0.0256,0.2312,0.1571,0.2570,0.0230,0.8845,1.6912,1.6063,1.4827
