method,kernel,0.1,1.0,5.0,10.0,16.0
diffusion,3km,0.444620,0.254162,0.087628,0.033036,0.019769
diffusion,15km,0.545596,0.354794,0.121978,0.042025,0.027268
diffusion,27km,0.577920,0.400239,0.129220,0.043334,0.025580
diffusion,45km,0.615906,0.455695,0.134550,0.048515,0.023003
