method,Time/Seq.(s),CRPS↓,CSI-M↑,CSI-P16↑,FSS-P16-M↑,HSS-M↑,FAR-M↓,RMSE_u10↓,RMSE_v10↓,RMSE_t2m↓,RMSE_qpepre↓
flowcast,0.269,0.3278,0.2507,0.0476,0.0775,0.3319,0.1179,0.8494,0.8570,0.4265,0.5657
