metric,0.1,1.0,5.0,10.0,16.0,32.0
csi,0.623592,0.554351,0.199325,0.079019,0.047619,0.000000
far,0.209765,0.134050,0.152080,0.093750,0.000000,nan
hss,0.728253,0.697116,0.328996,0.146238,0.090886,0.000000
